"id","title","authors","year","doi","abstract"
"267","""Case studies"" and research design in the formation of competencies for bachelors in the field of ""Biotechnology""","Tikhomirova, L.I.","2020","10.1088/1742-6596/1691/1/012151","In modern Russian education there is a process of transition to the subject-subject interaction of a teacher and a student in the learning process. Truly innovative pedagogical technologies are initially built on a competency-based approach and are aimed in learning outcomes at the future professional activity of a graduate. The case method is one of the most significant ones for modern higher education. A consistent combination of pedagogical technology of situational analysis and research design based on the principles of contextual training of students in the direction of training ""Biotechnology"" at the Federal Budgetary Educational Institution of Higher Education ""Altai State University"" within the framework of academic disciplines allows successful development of professional and universal competencies, as well as realization of personal qualities. The result of the work of the teacher and students is an intellectual product of a biotechnological research project. © 2020 Institute of Physics Publishing. All rights reserved."
"268","Natural Language Processing for Learning Assessment in STEM","Caratozzolo, P.; Rodriguez-Ruiz, J.; Alvarez-Delgado, A.","2022","10.1109/EDUCON52537.2022.9766717","Education 4.0 Framework reveals the need for the curricula of Higher Education Institutions to incorporate new learning approaches, along with new Competency Assessment Models. In the case of STEM (Science, Technology, Engineering, and Mathematics) programs, the inclusion of new technological tools is relevant to effectively assess the level reached by students in the development of transversal skills. NLP (Natural language processing) is a practical approach to understanding the effectiveness of learning processes because it provides solutions in various fields associated with the social and cultural context of Competency-Based Learning. In this study, we evaluate the usefulness of integrating NLP tools in evaluation procedures in advanced STEM subjects to aid the educator in developing competencies outside its core subject expertise. Different instruments were considered: surveys, questionnaires, interviews, observation lists, rubrics, and other tools to handle parametric data statistically. The study's findings confirmed that the NLP tools are handy to evaluate higher-order functions and determine levels of cognitive understanding of concepts. Additionally, results showed that NLP tools could support instructors in carrying out better review and feedback sessions and providing personalized reports on oral and written communication skills. © 2022 IEEE."
"269","Identifying Key Predictors of Students’ Competency Achievement Using Machine Learning Models: A Bioengineering Case Study","Cesar Quintana-Zaez, J.; Vazquez-Villegas, P.; Valdes-Ramirez, D.","2025","10.1109/ACCESS.2025.3613250","Competency-based education (CBE) in higher education demands interpretable and scalable tools to monitor student progress. Current studies on CBE have used small samples in short evaluation periods or have not used machine learning or explainability of the results. This study introduces a robust analytical pipeline that integrates correlation analysis, Factor Analysis of Mixed Data, and explainable machine learning to predict competency achievement in bioengineering programs. Using over 300,000 evaluations from a private Mexican university, Random Forest model achieved outstanding predictive performance in a Stratified 10-fold Cross-validation experiment (AUC = 0.9604–0.9653), outperforming deep neural networks for One-Class Classification in highly imbalanced data. Model interpretability using SHAP highlighted academic and course-related variables, rather than demographic factors, as the strongest predictors, reinforcing the fairness of the evaluation process. This work advances the operationalization of explainable AI in CBE, contributing to the emerging vision of Data-Based Education by providing actionable insights for curriculum design, academic advising, and institutional policy. © 2013 IEEE."
"270","Methodical background of competence-based mathematics education for students of information technologies specialties","Vintere, A.; Briede, B.","2019","10.22616/ERDev2019.18.N489","Currently, the competence-based approach is the main task of higher education to prepare young professionals for a successful career and to ensure the country's socio-economic growth. In order to implement the competence-based approach in practice, it is necessary to develop a methodical framework that includes mathematical competence and skills necessary for professional activities to be developed within a mathematical subject, including also personal qualities that are formed in mathematics studies. In the context of competence-based learning, mathematics studies at the university must be more focused on acquiring sustainable development competences in real life context taking into account the characteristic aspects of an engineer's professional activities. To realise the competence-based approach in mathematics studies in practice, it is necessary to develop a methodological framework from a perspective of the constructivist approach: contextual, interdisciplinary and discipline-based and information technology methods. Therefore, the aim of the article is to establish the methodological background to assess information technologies professionals and stakeholders' math education needs, to create a methodology for the application of mathematical competences worked out by the European Society for Engineering Education Maths Working Group to the students of information technologies specialties, as well as work out an integrative professional and mathematical competence structure with the following components: cognitive, contextual, motivational and value-based components. Based on the interviews with professionals and other stakeholders, in the article the model is described with specified didactical requirements for the mathematics teaching principles appropriate to sustainable development and contributing to mathematics competence building. © 2019 Latvia University of Agriculture. All rights reserved."
"271","ANALYSIS OF ACTIVE LEARNING IN MANAGEMENT ENGINEERING: A STUDY AT EDEM BUSINESS SCHOOL","Asensio, V.; Canals, I.; Silvestre, C.","2025","10.3926/jotse.3209","The educational paradigm is evolving towards competency-based learning rather than standardized testing. In this setting, Active Learning is to boost, among others, student engagement, critical thinking skills, and application of knowledge into real-world issues. This paper examines the overall performance of sophomore students in a new engineering and management bachelor’s degree at a university in Valencia, Spain. The creation of this program relies on the absence of a versatile professional profile in Spain: an engineer with business insight. The study is carried out via simple and multiple linear regression models. Several variables that may affect performance have been considered to determine whether the implemented techniques are effective enough. The investigation is also divided into smaller subject groups as it comprises a wide variety of course topics, ranging from Fluid Mechanics or Thermodynamics to Business Law or Marketing. Therefore, by utilizing the same sample, it is possible to delve deeper into actual performance and the pivotal factors affecting results within each subject subset. As a result of the analysis, several models showing the relevance of these factors on student competences have been developed. The study offers recommendations to enhance student advice and elevate overall learning outcomes in this interdisciplinary educational context. © Article’s contents are provided on an Attribution-Non Commercial 4.0 Creative commons International License. Readers are allowed to copy, distribute and communicate article’s contents, provided the author’s and JOTSE journal’s names are included. It must not be used for commercial purposes. To see the complete licence contents, please visit https://creativecommons.org/licenses/by-nc/4.0/."
"272","Automated assessment and monitoring support for competency-based courses","Vargas, H.; Heradio, R.; Chacon, J.; De La Torre, L.; Farias, G.; Galan, D.; Dormido, S.","2019","10.1109/ACCESS.2019.2908160","Competency-based education is becoming increasingly adopted by higher education institutions all over the world. This paper presents a framework that assists instructors in this pedagogical paradigm and its corresponding open-source implementation. The framework supports the formal definition of competency assessment models and the students' evaluation under these models. It also provides distinct learning analytics for identifying course shortcomings and validating corrective actions instructors have introduced in a course. Finally, this paper reports the benefits of applying our framework to an engineering course at the Pontifical Catholic University, Valparaíso, Chile for three years. © 2013 IEEE."
"273","With Great Power Comes Great Responsibility - Integrating Data Ethics into Computing Education","Kiesler, N.; Opel, S.; Thorbrügge, C.","2024","10.1145/3649217.3653637","Most computing students enter the industry once they graduate. As future software engineers, they will be in powerful positions, making decisions that impact their personal lives, others, and society. Thus, preparing graduates for their careers is crucial by addressing ethical considerations, decision problems, and other concepts related to morals, values, and legal aspects (e.g., data protection, privacy, security, etc.) as part of computing curricula. In this paper, we propose the integration of data ethics into computing programs and provide a framework for an ethics module, including relevant competency-based learning objectives. The proposed module is based on a curricular analysis of all 71 German data science degree programs focusing on ethics courses. The course contents and competency goals were analyzed and classified based on their cognitive complexity. As the results proved the lack of competency-based learning outcomes, we designed observable competency goals, meaning knowledge, skills, and dispositions taken in the context of a task. In addition, we provide suggestions for contents, pedagogical instructions, and assessments in such a course. The proposed module serves as a first draft and resource to support other educators aiming to design such a course and who are willing to integrate it into computing curricula. © 2024 Owner/Author."
"274","A comparative analysis of the incorporation of skills at the master's degree level","García, B.A.; Olmedo-Torre, N.; García, E.C.; Fernández-Ferrer, M.","2016","","This work presents a comparison of two universities: one public, and the other private. Two competency-based Master's degree programs will be compared in terms of the strengths and weaknesses identified by their coordinators. The faculty's perceptions of the development/acquisition of said competencies by the students will be presented, as well as their impressions of the entire competency-based teaching/learning process. © 2016 TEMPUS Publications."
"275","Simulation-driven Project-Based Learning with Microdrones in Engineering Education","Hegedűs, G.","2026","10.1177/10920617251409519","Engineering education is undergoing a global transformation to bridge the longstanding gap between theoretical instruction and real-world competencies. This paper presents a simulation-driven, project-based learning (PBL) model centred on a multi-semester microdrone design project. The EU-funded DigitALL initiative supports this approach, which combines advanced simulation (CAD/FEA and control) with dedicated PBL spaces, BSc and MSc mentoring, and Faculty Learning Communities to align learning outcomes with the requirements of modern engineering practice. Positioned as a design-based research case, the work orchestrates a staged pipeline that spans ideation and modelling, through prototyping, testing, and optimisation. It specifies an a priori evaluation protocol that combines EUR-ACE-aligned performance rubrics with a brief pre- and post-concept test, engagement measures, and process analytics. The first implementation of the program shows positive results for task completion, iteration discipline, and self-reported systems thinking. However, the full outcome analysis, including learning gains, reliability, and retention, will be conducted in the following student groups. The contribution is a replicable orchestration that connects simulation and physical prototyping in a curriculum-wide loop, supported by a constructive-alignment matrix linking phases to intended competencies. The research demonstrates how microdrone-based simulation-driven PBL creates a scalable competency-based framework for engineering curriculum renewal, which can be adapted to other STEM fields. The proposed framework offers a transferable, evidence-based model for simulation-driven curriculum reform. It supports accreditation alignment and can inform engineering-education policy across European higher-education institutions. © The Author(s) 2026"
"276","Video-assessment of Surgical Performance in Robotic Gastro-enterostomy During Pancreatoduodenectomy: Evaluating the Learning Curve and Risk of Delayed Gastric Emptying","Zwart, M.J.W.; Van Den Broek, B.L.J.; Paijens, D.S.J.; Zwetsloot, S.L.M.; Comandatore, A.; Busch, O.R.; Tran, T.C.K.; Luyer, M.D.; Schreinemakers, J.; Wijsman, J.H.; Van Der Schelling, G.P.; De Hingh, I.H.J.T.; Mieog, J.S.D.; Bonsing, B.A.; Takagi, K.; De Wilde, R.F.; Morelli, L.; Zeh, H.J.; Zureikat, A.H.; Hogg, M.E.; Groot Koerkamp, B.; Besselink, M.G.","2025","10.1097/SLA.0000000000006692","Objective: The aim of this study is to identify learning curves for robotic gastro-enterostomy (RGE) during RPD and the predictive value of the objective structured assessment of technical skills (OSATS) score for DGE according to the Birkmeyer et al and UPMC method. Summary of Background Data: In some series, robotic pancreatoduodenectomy (RPD) has been associated with increased risk of delayed gastric emptying (DGE). It is unclear whether this is attributable to learning curve. Improved surgical performance and experience has not yet been linked to a decrease in delayed gastric emptying in RPD. Methods: Post-hoc study of the prospective multicenter (LAELAPS-3) training program including videos of RGE during RPD. Surgical performance was scored with OSATS by two blinded graders. The main outcomes are the combined OSATS scores of two blinded graders over time (learning curve). Secondary outcome is the correlation between OSATS scores and clinically relevant DGE (grade B/C). Results: Videos from 192 RGE anastomoses were included. DGE occurred in 42/192 (21.9%) patients. Mean OSATS score was 22.4 (SD±5.1) and predicted DGE (AUC 0.668, P<0.001). The predictive OSATS elements for DGE were gentleness (AUC 0.719, P<0.001), instrument handling (AUC 0.595 P=0.043), tissue exposure (AUC 0.625, P=0.009), and summary score (AUC 0.665, P<0.001). An OSATS score >25 was associated with a 59.9% reduced relative risk of grade B/C DGE (11.3% (8/71) vs 28.1% (34/121); OR 0.325, P=0.006). CUSUM analysis of RGE-OSATS identified a turning point at 34 procedures (27.5% (36/140) before vs 11.5% (6/52) after; OR 0.156, P=0.035. On multivariable analysis for grade B/C DGE, OSATS ≤25 remained an independent risk factor (OR 2.907, P=0.028). Conclusions: Better surgical performance during gastro-enteric anastomosis in RPD, as assessed by OSATS, is associated with a reduced rate of grade B/C DGE. OSATS could serve as a tool for competency-based training programs and quality-controlled implementation of RPD. Copyright © 2025 The Author(s). Published by Wolters Kluwer Health, Inc."
"277","A COVID-19 Teaching Experiment: Combining Competency-Based Assessment and Micro-Courses to Teach Technical and Non-Technical Skills","Combefis, S.","2021","10.1109/FIE49875.2021.9637126","This innovative practice work-in-progress paper presents how a course has been designed to be fully taught remotely. The proposed design combines the two concepts of micro-course and competency-based assessments into a single and coherent pedagogical device. Micro-courses are used to structure the course and to help students better organise their learning. Competency-based assessments are used to propose a more personalised and individualised learning experience to students and to keep them motivated and involved. To be able to efficiently follow a remote course, students have to practice several non-technical skills such as communication, digital fluency, autonomy, time management, etc. This paper also shows how the proposed device indirectly teaches these skills, in addition to the technical skills concerned by the course. This particular fact fosters students to be involved with the course, which is way more difficult in a completely remote setting. The proposed course is being tested for the first time during this 2020-2021 academic year, with third-year bachelor students in electronics and telecommunications. A short survey has been conducted at the end of the year to get some results on students' perception of the pedagogical device. Results from the survey which collected qualitative and quantitative data from students show that they adhere to the course and find it suitable in a remote setting. Several elements to be improved for the next edition of the course have also been highlighted.  © 2021 IEEE."
"278","Education for Sustainable Development Goals in public debate: The importance of participatory research in reflecting and supporting the consultation process in developing a vision for Czech education","Dlouhá, J.; Pospíšilová, M.","2018","10.1016/j.jclepro.2017.06.145","The paper reviews recent theoretical discussions on education for sustainable development and competence based teaching, and relates them to the international policy processes of the Sustainable Development Goals implementation where ‘the knowledge and skills needed to promote sustainable development’ are expressed in the SDG 4.7. It shows the importance of the public debate for fostering shared understanding and acceptance of strategies for educational change within the ongoing development of Agenda 2030 at national level. The participatory involvement of multiple actors on different levels is widely recognized as a pre-requisite for consensus on long term goals, but in the Czech Republic, lack of public discussion was identified as an obstacle to deep transformation of the educational system and its reorientation towards ESD. The case study presented in this article describes participatory research conducted to reflect and support the activities of the multiple Czech actors who developed a joint Vision for education that emphasizes competences for sustainability and active citizenship. To draft the Vision and receive formative feedback on its content and wording, participatory processes were organized in several stages: an expert panel developed the first version of the document which was then consulted with representatives of other social actors in focus groups and on future search conference. Next, an overview of actors' views, preferences concerning the Vision content, and the perceived opportunities for and barriers to educational change was collected through an online survey with more than 160 respondents. This generated data for reflection of different views, and quantitative analysis of the actors' expressed preferences. Results highlighted the differences in the actors' focus and particular interests, but also showed a balance in these interests between different groups of actors so that in general, the cooperatively drafted Vision proved to be widely acceptable. In the course of this participative research, in-depth discussion with a number of civic society representatives was initiated, their specific viewpoints were confronted and critically evaluated, and new concepts of the Czech educational system discussed. The fact that the arguments were developed jointly guaranteed a common understanding across a wide range of backgrounds thus facilitating the integration of the Vision in policy debates. This method of participatory research is thus an example of sustainability science which strives for social impact in addition to scientific impact. © 2017 Elsevier Ltd"
"279","Implementation of Competency-Based Learning in a Laboratory-Focused Analog Design Course","Spencer, M.","2022","","This evidence-based practice paper describes the implementation of competency-based learning in a course on the design of analog circuits. This implementation was motivated by two ideas. First, literature on competency-based learning and mastery-based learning suggests that these techniques improve student attitudes and learning, and this implementation sought to achieve these desirable outcomes. Second, the self-paced nature of competency-based learning helps to identify students that are learning material slowly, and this implementation sought to direct instructor resources to these students. However, the implementation was challenging because it needed to navigate the challenges of assessing students' mastery of content topics while bounding the amount of student and instructor time required for a demanding course. Competency-based learning was implemented using a flipped classroom format, where students watched web-based video lectures outside of class and participated in activities during class. The in-class activities included a team-based learning readiness assessment, followed by an opportunity to attempt a “mastery question” that allowed students to demonstrate that they had mastered course materials for the week. Performance on mastery questions was reviewed in a one-on-one conference with the course instructor. Grading on mastery questions was strictly pass/no-pass, and students were allowed unlimited attempts to pass mastery questions each week. 20% of a student's grade was determined by the number of mastery questions that they completed. These competency-based teaching methods were assessed by teaching the course twice, once using a lecture-based format and once using the competency-based techniques described above. In both offerings, the students completed the same set of exams and laboratory exercises, and the scores on the exams were used as quantitative measures of learning gains for the students. A short survey was used to gather additional quantitative measures of student attitudes about competency-based instruction. Finally, qualitative measures of student attitudes were extracted from student evaluations of teaching. A pre-test was used to assess whether students had prior experience with the course material. Students that received competency-based instruction scored higher on their exams on average. The average was increased because low scoring students receiving competency-based instruction achieved higher grades than low scoring students receiving lecture-based instruction. High scoring students achieved similar exam scores regardless of the style of instruction. In addition to learning more, students receiving competency-based instruction spent less time outside of class than students receiving lecture-based instruction. © American Society for Engineering Education, 2022"
"280","Students' Perceptions of Behaviors Associated with Professional Dispositions in Computing Education","Kiesler, N.; Kumar, A.N.; Mackellar, B.K.; Mccauley, R.; Sabin, M.; Impagliazzo, J.","2024","10.1145/3649217.3653566","Dispositions, skills, and knowledge form the three components of competency-based education. Moreover, dispositions are considered crucial for students to succeed in the workplace. Few studies investigate how dispositions manifest in the form of observable behaviors, which causes challenges for both students and educators. Computing students, for example, may not understand what is expected of them, and how to achieve dispositions. This paper presents the results of a qualitative, multi-institutional study on students' understanding of the dispositions adaptable, persistent, self-directed, meticulous, and professional. Perceptions were gathered by asking for exemplary situations of students applying each of the five dispositions in the context of assignments within computing courses. Students who indicated they did not apply the disposition were asked to describe the hindering circumstances. The data was evaluated by using Mayring's content analysis technique, resulting in the development of deductive-inductive categories of observable behaviors reflecting the student's perspective. For meticulous and professional, new categories representing observable behaviors were developed. For adaptable, persistent, and self-directed, the authors confirmed and extended prior work. Moreover, factors hindering students in applying the investigated dispositions are identified. The resulting categories with observable student behaviors are an important step toward the operationalization of competency-based learning outcomes including dispositions. A common understanding of dispositions will also help with the design of new forms of instruction and measures to foster the application of dispositions in the context of computing education. © 2024 Owner/Author."
"281","Competences based curricula (Case Study)","Ajaïlia, N.; Benandelghania, H.; Bouakline, M.A.; Gharbi, M.; Guezzi, F.; Kort, M.; Zéraï, M.","2019","","We present the process and the results of a project laid out to define the objectives of the Civil Engineering and electromechanic engineering programs in terms of competences according to the CTI (Commission des Titres d'Ingénieurs) and CDIO (Conceive Design Implement Operate) requirements. The process consisted in setting up and adapting a questionnaire relating to civil engineering and electro-mechanical engineering taking into account the knowledge, know-how and personal and interpersonal skills aspect related to different fields of engineering skills, it reposes on collecting the societal and entrepreneurial needs expressed as knowledge, know-how and attitudes from a panel of (27+24) active professionals, civil, electrical and mechanical engineers themselves or collaborating with them. These attitudes consist in crossing the two matrices relating the CTI and CDIO initiative. The consecutive quantitative and qualitative analysis allows us to highlight expected competences for the civil and electro-mechanical engineer. How the competency-based learning impacts higher education? What are the crosspoints of the skill matrices of the CTI and the CDIO initiative and how does they represent and affect the challenges of the competency-based approach? Three important dimensions of this type of project are analyzed: taking into account expectations of the professional world, the transformations of the academic programs and the development of a construction space and exchange between teachers. Finally, some issues to avoid in such a project are discussed. This contribution attempts to respond to these questions through the analysis of the project that has culminated to redefine the study plan of the civil and electro-Mechanical Engineering Sections of the School ESPRIT. This paper assesses the role of the company in defining the skills of future engineers according to CTI and CDIO requirements and discusses its stakes especially in terms of the implication of the different actors. © 2019 University of Minho. All rights reserved."
"282","Engineers of the world unite: An integrated course on embedded systems and social movements","Slivovsky, L.A.; Trice, T.","2015","10.1109/FIE.2014.7044444","This paper presents the design, implementation, and reflections of students and faculty of an innovative integrated course (taught in Spring 2012) that combined seemingly disparate topics from engineering and the humanities. The primary goal of the course was to promote the growth of intrinsically motivated students who internalize the value of their technical work, connect their technical work to societal contexts, and cognitively engage in their own learning process. The faculty designed a high-level framework for the new integrated course on embedded systems and social movements by implementing an autonomy-supportive, context-rich engineering educational experience. This framework focused on several elements of course design: (1) identification of broad, competency-based learning goals for the integrated course block, (2) development of learning activities that supported broad goals such as communication, contextual awareness, and self-directed learning, and (3) selection of assessment methods aligned with broad competency goals and supportive of cross-disciplinary collaboration. Students were attracted to the self-direction designed into the course and reported greater awareness and understanding of the societal impacts of technology. © 2014 IEEE."
"283","Proposition of a Method to Monitor Higher Education Students' Competence Development through Assessment Rubrics","Cannarozzo Tinoco, M.A.; Nodari, C.T.; Rabelo, L.; de Moura, P.K.; Marcon, A.; de Moura Ferreira Danilevicz, A.","2023","","The competency-based education model has been one of the paths taken by higher education institutions concerned with offering programs relevant to the market and societal needs. However, adapting teaching to a competency-based education model can bring many challenges, such as assessing and monitoring competencies. Indeed, few studies address how to structure and implement a comprehensive competency-based education model and systematically assess and monitor competence development. This article proposes a method for evaluating the development of curricular competencies of Industrial Engineering undergraduate students at the Federal University of Rio Grande do Sul in Southern Brazil. The method uses assessment rubrics as a tool for faculty to assess student competence development throughout the entire program. More specifically, we propose rubrics to assess competencies at three stages: initial (first semesters of the program), intermediate (approximately halfway through the program), and final (final semesters) in order to track their development throughout the program. The developed method follows four steps: i) selection of the courses for the competence assessment; ii) development of the assessment rubrics; iii) definition of methods and tools for applying rubrics; and iv) definition of how competence assessment rubrics would be organized and communicated. The assessment rubric developed is a table-like structure composed of four parts. The first has the three elements of competencies (knowledge, skills and attitudes). The second has the expected learning outcome for each one of the three elements. The third has the descriptors for each of the four performance levels (beginner, under development, satisfactory, and advanced) per learning outcome. The fourth and last one shows the courses where each learning outcome will be assessed. The method was tested in an Industrial Engineering undergraduate program at the Federal University of Rio Grande do Sul in Brazil. Regarding the assessment results, the method proposes that faculty members must provide feedback to students and use these results to promote improvement in the development of competencies throughout the course. This method allows the undergraduate program to monitor how students developed each competence at different performance levels throughout the courses. Based on the results, we expect to encourage the method's use to monitor the development of university students' competencies. © American Society for Engineering Education, 2023."
"284","Evolving Paradigms in Spine Surgery Training: Integrating Technology, Ethics, and Minimally Invasive Techniques","Balamurali, G.; Subramanian, S.S.; Panneerselvam, K.","2025","10.21182/jmisst.2025.02376","This study aimed to analyze the evolving paradigms in spine surgery training driven by technological innovation and ethical imperatives, and to propose an integrated framework for contemporary spine surgical education. A narrative review of the current literature, educational models, and technological advancements was performed, with a focus on advanced training methods such as simulation, augmented reality (AR), virtual reality (VR), robotics, and artificial intelligence (AI). The review critically assessed the ethical landscape and global disparities in training access. Frameworks from leading spine societies and training centers were examined to identify trends and gaps. Technological tools, including high-fidelity simulators, robotic platforms, and AR/VR modules, have demonstrated effectiveness in enhancing trainee performance, reducing intraoperative errors, and supporting ethical learning environments. Nevertheless, significant challenges persist, including high costs, cultural resistance, a lack of curriculum standardization, and unequal global access. Emerging solutions include competency-based progression models, modular continuing professional development pathways, and AI-driven personalized learning. Spine surgery education must shift from traditional apprenticeship models to a technology-enabled, ethically grounded, and competency-based approach. Simulation, robotics, AI, and mixed-reality platforms can offer safe, standardized, and globally scalable solutions for surgical training. Collaborative action among institutions, policymakers, and professional societies is essential to democratize access and establish universal benchmarks for modern spine education. © 2025 Korean Minimally Invasive Spine Surgery Society."
"285","The Effect of Formal Robotic Residency Training on the Adoption of Minimally Invasive Surgery by Young Colorectal Surgeons","Disbrow, D.E.; Pannell, S.M.; Shanker, B.-A.; Albright, J.; Wu, J.; Bastawrous, A.; Soliman, M.; Ferraro, J.; Cleary, R.K.","2018","10.1016/j.jsurg.2017.09.006","Objective: The minimally invasive approach to colorectal surgery is still underused. Only 50% to 60% of colectomies and 10% to 20% of rectal resections for cancer are performed laparoscopically. The increasing adoption of the robotic platform for colorectal surgery warrants re-evaluation of minimally invasive surgery (MIS) training techniques. Although considering lessons learned from past laparoscopic training, a standardized national robotic training program for colon and rectal surgery residents was developed and implemented in 2011. The objective of this study was to assess the effect of this program on the usage of MIS in practice following residency training. Design: An internet-based 18 question survey was sent to all colon and rectal surgeons who graduated from ACGME-approved colon and rectal surgery residencies from 2013 to 2016. The survey questions were designed to determine MIS practice patterns for young colon and rectal surgeons after residency training for those who participated in the standardized national robotics training course when compared to those who did not participate. Grouped bar charts with error bars are presented along with summary statistics to offer a descriptive overview of training experiences by cohort. Setting/Participants: This study is a survey of colon and rectal surgeons who completed colon and rectal surgery residencies to include all 52 programs across the United States. Results: The overall survey response rate was 37.2% (109 of 293). Most (79.8%) of the colon and rectal surgery resident respondents participated in the formal robotic training course. The average respondent reported that 84% of colectomy cases and 74.8% of rectal resections done after residency training by all respondents were by the MIS approach. The laparoscopic approach was most prevalent for colectomies for both course participants (laparoscopic 55.1%, hand assisted lap 14.5%, and robotic 15.7%) and nonparticipants (laparoscopic 53.8%, hand assisted lap 12.3%, and robotic 15.9%). For rectal resections, the robotic approach was the preferred option for course participants (laparoscopic 24.5%, hand assist lap 14.0%, and robotic 39.2%) whereas laparoscopic and open approaches were used more often by nonparticipants (laparoscopic 36.8%, hand assist lap 8.0%, robotic 26.8%, and open 28.4%). Barriers to robotic implementation included lack of robotic mentors, inadequate robotic assistance, and the preference for the laparoscopic approach. Conclusion: The usage of MIS by young recently fellowship-trained colorectal surgeons is higher than previously reported. The proportion of rectal cases done robotically is higher compared to colon cases and with an apparent decrease in open rather than laparoscopic surgery, suggesting selective usage of robotic surgery for more challenging cases in the pelvis. Methods to more effectively increase the usage of minimally invasive approaches in colorectal surgery warrant further evaluation. © 2017 Association of Program Directors in Surgery"
"286","From Knowledge-based to Competency-based Computing Education: Future Directions","Clear, A.; Clear, T.; Impagliazzo, J.; Wang, P.","2020","10.1109/FIE44824.2020.9274288","Competency is often associated with proficiency, expertise, capability, and performance. Professional schools such as those in dentistry and medicine generally require the practice of skills and knowledge within human environments for someone to become a competent professional in their respective fields. In computing, competency is a relatively new concept. For decades, computing curricula focused on knowledge. However, competency is much more than knowledge. The ACM/IEEE Computing Curricula 2020 (CC2020) project identifies competency as a combination of knowledge, skills, and human dispositions, in context or task. That is, knowledge alone is not enough to produce a competent graduate from a computing program. Industry expects graduates to perform competently from the first day of employment. While computing educators have been sharing computing knowledge for decades, can they do it better under the rubric of competency? The authors leverage on the current activities of the CC2020 project, their personal experiences, and outcomes from current research on computing competency and related topics. Future directions and strategies for transforming the current paradigm of knowledge-based learning toward a broad acceptance of competency-based learning are an important part of this work. The authors recommend several steps needed to achieve such a transformation over time. While universities are not training grounds for industry needs, it would be a mistake to ignore such influence within the rubric of competency-based learning. This work will be of interest to all computing and engineering educators. © 2020 IEEE."
"287","Mapping research trends and competency domains in nursing-related digital and artificial intelligence technologies: A bibliometric analysis","Phanphairoj, K.; Wisesrith, W.; Chumwichan, S.","2026","10.1016/j.ijnss.2025.12.011","Objectives This study aimed to explore the research trends, thematic structures, and core competency domains in the field of nursing-related digital and artificial intelligence (AI) technologies. Methods A bibliometric analysis was conducted in accordance with the PRISMA 2020 statement. Peer-reviewed articles published in English from 2015 to 2025 were retrieved from Scopus, Web of Science, and PubMed. Thematic clustering was conducted using the Louvain algorithm and cosine similarity. A subset of 66 frequently cited articles was then qualitatively synthesized to capture core competencies across clusters. Results A total of 83,807 articles were included for bibliometric analysis. Of these, 66 articles were chosen for thematic analysis. Five major thematic clusters were identified: remote care in primary settings, oncology and palliative care, nurse education and training, safety and quality in nursing practice, and geriatric and dementia care. Additionally, four competency domains were identified: telehealth and remote communication, health systems and informatics, digital tools in practice, and AI-powered decision support. A clear shift in research focus was observed, with the emphasis transitioning from foundational digital skills before the COVID-19 pandemic to more advanced competencies during the post-pandemic digital transformation, encompassing ethical reasoning, immersive technology use, and AI integration. Conclusions Integrating digital and AI technologies is reshaping nursing practice across various thematic areas and competency domains, highlighting a transition from foundational digital tasks to AI-supported decision-making and ethically informed technology use. This study provides a structured overview of evolving competencies in digital nursing and synthesizes evidence to support future research, curriculum design, and policy planning. © 2026 The Authors."
"288","Current trends in dental education","Ghassan, A.; Shukr, I.; Sadiq, N.; Ahsan, R.","2021","10.51253/pafmj.v71i3.6318","The dental profession is an important segment of human health care services all over the world. Dental schools in Europe and United States have evolved their curriculum to keep abreast with advances in dentistry; like connective tissue biophysics and molecular engineering through an objectively structured and clinically oriented curriculum. However, dental education in our country is still mostly traditional. This article examines the new approaches to teaching and learning in dental schools/ colleges that are shaping dental curriculum globally. Articles relating to curricular trends in dental education and advancement in the dental profession published between 2010-2020 were searched in medical search engines. However, few relevant articles published before this period were also consulted. The current trends in dental curricula show new teaching, learning, and assessment methods like small group discussions, case-based learning, competency-based learning, Inquiry-based teaching-learning, and peer-assisted learning. The curricular format is integrated and new innovative assessment techniques like the assessment of multiple systematic reviews (AMSTAR) are being employed. Virtual reality, interdisciplinary teaching, and distributed community models in dental education are being implemented. The emergence of COVID-19 has also affected dental education and as a result, e-learning formats and assessment techniques have become increasingly popular. Dental schools abroad have revamped their curriculum with the advances in newer technologies and research related to dentistry. There is a need to immediately update and redesign the present dental curriculum in our country as well. © 2021, Army Medical College. All rights reserved."
